approved_symbol,hgnc_id,gene_name_reported,source,source_count,source_evidence
IKZF1,13176,IKZF1,"Haematological malignancies cancer susceptibility (id=59, version=4.2)",1,TRUE
IRF4,6119,IRF4,"Multiple monogenic benign skin tumours (id=558, version=2.2)",1,FALSE
ITK,6171,ITK,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
JAK2,6192,JAK2,"Multiple monogenic benign skin tumours (id=558, version=2.2)",1,FALSE
KCNQ1OT1,6295,KCNQ1OT1,"Childhood solid tumours (id=243, version=4.2)",1,FALSE
KDM3B,1337,KDM3B,"Childhood solid tumours (id=243, version=4.2) | Cancer Predisposition_Paediatric (id=152, version=0.128)",2,TRUE
KIF1B,16636,KIF1B,"Inherited phaeochromocytoma and paraganglioma (id=97, version=1.11)",1,FALSE
KISS1R,4510,KISS1R,"Inherited non-medullary thyroid cancer (id=171, version=1.5)",1,FALSE
KIT,6342,KIT,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Sarcoma cancer susceptibility (id=217, version=1.21) | Sarcoma susceptibility (id=734, version=1.73)",4,TRUE
KLLN,37212,KLLN,"Childhood solid tumours (id=243, version=4.2) | Genodermatoses with malignancies (id=201, version=1.9)",2,FALSE
KRAS,6407,KRAS,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Familial rhabdomyosarcoma (id=290, version=1.5) | Multiple monogenic benign skin tumours (id=558, version=2.2) | Sarcoma cancer susceptibility (id=217, version=1.21) | Sarcoma susceptibility (id=734, version=1.73) | Cancer Predisposition_Paediatric (id=152, version=0.128)",8,TRUE
KRT17,6427,KRT17,"Multiple monogenic benign skin tumours (id=558, version=2.2)",1,FALSE
LEF1,6551,LEF1,"Multiple monogenic benign skin tumours (id=558, version=2.2)",1,FALSE
LEMD3,28887,LEMD3,"Multiple monogenic benign skin tumours (id=558, version=2.2)",1,TRUE
LIG4,6601,LIG4,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
LZTR1,6742,LZTR1,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Childhood solid tumours (id=243, version=4.2) | Familial Tumours Syndromes of the central & peripheral Nervous system (id=167, version=1.14)",3,TRUE
MAD2L2,6764,MAD2L2,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
MAP2K1,6840,MAP2K1,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Cancer Predisposition_Paediatric (id=152, version=0.128)",4,TRUE
MAP2K2,6842,MAP2K2,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Cancer Predisposition_Paediatric (id=152, version=0.128)",4,TRUE
MAX,6913,MAX,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Childhood solid tumours (id=243, version=4.2) | Inherited phaeochromocytoma and paraganglioma (id=97, version=1.11) | Inherited phaeochromocytoma and paraganglioma excluding NF1 (id=649, version=2.1) | Multiple endocrine tumours (id=36, version=1.14) | Neuroendocrine cancer pertinent cancer susceptibility (id=183, version=1.4) | Cancer Predisposition_Paediatric (id=152, version=0.128)",8,TRUE
MBD4,6919,MBD4,"GI tract tumours (id=254, version=1.22) | Haematological malignancies cancer susceptibility (id=59, version=4.2) | Inherited polyposis and early onset colorectal cancer - germline testing (id=504, version=2.4)",3,TRUE
MC1R,6929,MC1R,"Multiple monogenic benign skin tumours (id=558, version=2.2)",1,FALSE
MDH2,6971,MDH2,"Inherited phaeochromocytoma and paraganglioma (id=97, version=1.11) | Inherited phaeochromocytoma and paraganglioma excluding NF1 (id=649, version=2.1)",2,TRUE
MEN1,7010,MEN1,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Familial Tumours Syndromes of the central & peripheral Nervous system (id=167, version=1.14) | Inherited non-medullary thyroid cancer (id=171, version=1.5) | Inherited phaeochromocytoma and paraganglioma (id=97, version=1.11) | Inherited phaeochromocytoma and paraganglioma excluding NF1 (id=649, version=2.1) | Multiple endocrine tumours (id=36, version=1.14) | Neuroendocrine cancer pertinent cancer susceptibility (id=183, version=1.4) | Parathyroid Cancer (id=86, version=1.4) | Cancer Predisposition_Paediatric (id=152, version=0.128)",12,TRUE
MET,7029,MET,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Inherited renal cancer (id=521, version=1.24) | Renal cancer pertinent cancer susceptibility (id=154, version=1.2) | Renal cancer (id=3278, version=0.4)",5,TRUE
MINPP1,7102,MINPP1,"Inherited non-medullary thyroid cancer (id=171, version=1.5)",1,FALSE
MITF,7105,MITF,"Inherited renal cancer (id=521, version=1.24)",1,TRUE
MLH1,7127,MLH1,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Bladder cancer pertinent cancer susceptibility (id=208, version=1.1) | Brain cancer pertinent cancer susceptibility (id=166, version=1.2) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Colorectal cancer pertinent cancer susceptibility (id=244, version=1.0) | Endometrial cancer pertinent cancer susceptibility (id=271, version=1.0) | Familial breast cancer (id=158, version=1.18) | Familial rhabdomyosarcoma (id=290, version=1.5) | Familial Tumours Syndromes of the central & peripheral Nervous system (id=167, version=1.14) | Genodermatoses with malignancies (id=201, version=1.9) | GI tract tumours (id=254, version=1.22) | Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16) | Inherited ovarian cancer (without breast cancer) (id=143, version=4.1) | Inherited pancreatic cancer (id=524, version=2.1) | Inherited polyposis and early onset colorectal cancer - germline testing (id=504, version=2.4) | Inherited prostate cancer (id=1223, version=1.2) | Inherited renal cancer (id=521, version=1.24) | Multiple monogenic benign skin tumours (id=558, version=2.2) | Ovarian cancer pertinent cancer susceptibility (id=117, version=2.1) | Prostate cancer pertinent cancer susceptibility (id=17, version=1.2) | Renal cancer pertinent cancer susceptibility (id=154, version=1.2) | Sarcoma cancer susceptibility (id=217, version=1.21) | Sarcoma susceptibility (id=734, version=1.73) | Upper gastrointestinal cancer pertinent cancer susceptibility (id=273, version=1.0) | Cancer Predisposition_Paediatric (id=152, version=0.128)",28,TRUE
MSH2,7325,MSH2,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Bladder cancer pertinent cancer susceptibility (id=208, version=1.1) | Brain cancer pertinent cancer susceptibility (id=166, version=1.2) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Colorectal cancer pertinent cancer susceptibility (id=244, version=1.0) | Endometrial cancer pertinent cancer susceptibility (id=271, version=1.0) | Familial breast cancer (id=158, version=1.18) | Familial prostate cancer (id=318, version=1.3) | Familial rhabdomyosarcoma (id=290, version=1.5) | Familial Tumours Syndromes of the central & peripheral Nervous system (id=167, version=1.14) | Genodermatoses with malignancies (id=201, version=1.9) | GI tract tumours (id=254, version=1.22) | Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16) | Inherited non-medullary thyroid cancer (id=171, version=1.5) | Inherited ovarian cancer (without breast cancer) (id=143, version=4.1) | Inherited pancreatic cancer (id=524, version=2.1) | Inherited polyposis and early onset colorectal cancer - germline testing (id=504, version=2.4) | Inherited prostate cancer (id=1223, version=1.2) | Inherited renal cancer (id=521, version=1.24) | Multiple monogenic benign skin tumours (id=558, version=2.2) | Ovarian cancer pertinent cancer susceptibility (id=117, version=2.1) | Prostate cancer pertinent cancer susceptibility (id=17, version=1.2) | Renal cancer pertinent cancer susceptibility (id=154, version=1.2) | Sarcoma cancer susceptibility (id=217, version=1.21) | Sarcoma susceptibility (id=734, version=1.73) | Upper gastrointestinal cancer pertinent cancer susceptibility (id=273, version=1.0) | Cancer Predisposition_Paediatric (id=152, version=0.128)",30,TRUE
MSH3,7326,MSH3,"GI tract tumours (id=254, version=1.22) | Inherited polyposis and early onset colorectal cancer - germline testing (id=504, version=2.4)",2,TRUE
MSH5,7328,MSH5,"Familial prostate cancer (id=318, version=1.3)",1,FALSE
MSH6,7329,MSH6,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Bladder cancer pertinent cancer susceptibility (id=208, version=1.1) | Brain cancer pertinent cancer susceptibility (id=166, version=1.2) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Colorectal cancer pertinent cancer susceptibility (id=244, version=1.0) | Endometrial cancer pertinent cancer susceptibility (id=271, version=1.0) | Familial breast cancer (id=158, version=1.18) | Familial prostate cancer (id=318, version=1.3) | Familial rhabdomyosarcoma (id=290, version=1.5) | Familial Tumours Syndromes of the central & peripheral Nervous system (id=167, version=1.14) | Genodermatoses with malignancies (id=201, version=1.9) | GI tract tumours (id=254, version=1.22) | Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16) | Inherited non-medullary thyroid cancer (id=171, version=1.5) | Inherited ovarian cancer (without breast cancer) (id=143, version=4.1) | Inherited pancreatic cancer (id=524, version=2.1) | Inherited polyposis and early onset colorectal cancer - germline testing (id=504, version=2.4) | Inherited prostate cancer (id=1223, version=1.2) | Inherited renal cancer (id=521, version=1.24) | Multiple monogenic benign skin tumours (id=558, version=2.2) | Ovarian cancer pertinent cancer susceptibility (id=117, version=2.1) | Prostate cancer pertinent cancer susceptibility (id=17, version=1.2) | Renal cancer pertinent cancer susceptibility (id=154, version=1.2) | Sarcoma cancer susceptibility (id=217, version=1.21) | Sarcoma susceptibility (id=734, version=1.73) | Upper gastrointestinal cancer pertinent cancer susceptibility (id=273, version=1.0) | Cancer Predisposition_Paediatric (id=152, version=0.128)",30,TRUE
MSR1,7376,MSR1,"Familial prostate cancer (id=318, version=1.3)",1,FALSE
MTAP,7413,MTAP,"Childhood solid tumours (id=243, version=4.2) | Sarcoma cancer susceptibility (id=217, version=1.21) | Sarcoma susceptibility (id=734, version=1.73)",3,TRUE
MUTYH,7527,MUTYH,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Colorectal cancer pertinent cancer susceptibility (id=244, version=1.0) | Familial breast cancer (id=158, version=1.18) | GI tract tumours (id=254, version=1.22) | Inherited ovarian cancer (without breast cancer) (id=143, version=4.1) | Inherited polyposis and early onset colorectal cancer - germline testing (id=504, version=2.4) | Cancer Predisposition_Paediatric (id=152, version=0.128)",8,TRUE
NAF1,25126,NAF1,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
NBN,7652,NBN,"Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Familial breast cancer (id=158, version=1.18) | Familial rhabdomyosarcoma (id=290, version=1.5) | Familial Tumours Syndromes of the central & peripheral Nervous system (id=167, version=1.14) | Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16) | Inherited ovarian cancer (without breast cancer) (id=143, version=4.1) | Sarcoma cancer susceptibility (id=217, version=1.21) | Sarcoma susceptibility (id=734, version=1.73) | Cancer Predisposition_Paediatric (id=152, version=0.128)",11,TRUE
NDUFA13,17194,NDUFA13,"Inherited non-medullary thyroid cancer (id=171, version=1.5)",1,FALSE
NF1,7765,NF1,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Familial rhabdomyosarcoma (id=290, version=1.5) | Familial Tumours Syndromes of the central & peripheral Nervous system (id=167, version=1.14) | Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16) | Inherited phaeochromocytoma and paraganglioma (id=97, version=1.11) | Inherited phaeochromocytoma and paraganglioma excluding NF1 (id=649, version=2.1) | Multiple monogenic benign skin tumours (id=558, version=2.2) | Sarcoma cancer susceptibility (id=217, version=1.21) | Sarcoma susceptibility (id=734, version=1.73) | Cancer Predisposition_Paediatric (id=152, version=0.128)",14,TRUE
NF2,7773,NF2,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Familial Tumours Syndromes of the central & peripheral Nervous system (id=167, version=1.14) | Cancer Predisposition_Paediatric (id=152, version=0.128)",6,TRUE
NFIX,7788,NFIX,"Childhood solid tumours (id=243, version=4.2)",1,FALSE
NHP2,14377,NHP2,"Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16) | Cancer Predisposition_Paediatric (id=152, version=0.128)",5,TRUE
NKX2-1,11825,NKX2-1,"Inherited non-medullary thyroid cancer (id=171, version=1.5)",1,FALSE
NOP10,14378,NOP10,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16) | Cancer Predisposition_Paediatric (id=152, version=0.128)",6,TRUE
NOTCH3,7883,NOTCH3,"Childhood solid tumours (id=243, version=4.2) | Multiple monogenic benign skin tumours (id=558, version=2.2)",2,TRUE
NRAS,7989,NRAS,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Multiple monogenic benign skin tumours (id=558, version=2.2) | Cancer Predisposition_Paediatric (id=152, version=0.128)",5,TRUE
NSD1,14234,NSD1,"Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24)",2,TRUE
NTHL1,8028,NTHL1,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Colorectal cancer pertinent cancer susceptibility (id=244, version=1.0) | GI tract tumours (id=254, version=1.22) | Inherited polyposis and early onset colorectal cancer - germline testing (id=504, version=2.4)",5,TRUE
NTRK1,8031,NTRK1,"Multiple endocrine tumours (id=36, version=1.14)",1,FALSE
NYNRIN,20165,NYNRIN,"Childhood solid tumours (id=243, version=4.2) | Cancer Predisposition_Paediatric (id=152, version=0.128) | Wilms Tumour Predisposition (id=252, version=0.39)",3,TRUE
PALB2,26144,PALB2,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Breast cancer pertinent cancer susceptibility (id=55, version=2.1) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Familial breast cancer (id=158, version=1.18) | Familial prostate cancer (id=318, version=1.3) | Familial Tumours Syndromes of the central & peripheral Nervous system (id=167, version=1.14) | Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16) | Inherited breast cancer and ovarian cancer (id=635, version=2.6) | Inherited ovarian cancer (without breast cancer) (id=143, version=4.1) | Inherited pancreatic cancer (id=524, version=2.1) | Inherited prostate cancer (id=1223, version=1.2) | Cancer Predisposition_Paediatric (id=152, version=0.128) | Wilms Tumour Predisposition (id=252, version=0.39)",16,TRUE
PARN,8609,PARN,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Childhood solid tumours (id=243, version=4.2) | Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",4,TRUE
PAX3,8617,PAX3,"Familial rhabdomyosarcoma (id=290, version=1.5) | Sarcoma cancer susceptibility (id=217, version=1.21) | Sarcoma susceptibility (id=734, version=1.73)",3,FALSE
PAX5,8619,PAX5,"Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16) | Cancer Predisposition_Paediatric (id=152, version=0.128)",4,TRUE
PAX6,8620,PAX6,"Childhood solid tumours (id=243, version=4.2)",1,FALSE
PAX7,8621,PAX7,"Familial rhabdomyosarcoma (id=290, version=1.5) | Sarcoma cancer susceptibility (id=217, version=1.21) | Sarcoma susceptibility (id=734, version=1.73)",3,FALSE
PDGFRA,8803,PDGFRA,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Sarcoma cancer susceptibility (id=217, version=1.21) | Sarcoma susceptibility (id=734, version=1.73)",6,TRUE
PDGFRB,8804,PDGFRB,"Childhood solid tumours (id=243, version=4.2) | Multiple monogenic benign skin tumours (id=558, version=2.2)",2,TRUE
PHOX2B,9143,PHOX2B,"Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Familial Tumours Syndromes of the central & peripheral Nervous system (id=167, version=1.14) | Cancer Predisposition_Paediatric (id=152, version=0.128)",4,TRUE
PIK3CA,8975,PIK3CA,"Childhood solid tumours (id=243, version=4.2) | Genodermatoses with malignancies (id=201, version=1.9) | Inherited non-medullary thyroid cancer (id=171, version=1.5) | Multiple monogenic benign skin tumours (id=558, version=2.2) | Cancer Predisposition_Paediatric (id=152, version=0.128) | Wilms Tumour Predisposition (id=252, version=0.39)",6,TRUE
PMS2,9122,PMS2,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Bladder cancer pertinent cancer susceptibility (id=208, version=1.1) | Brain cancer pertinent cancer susceptibility (id=166, version=1.2) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Colorectal cancer pertinent cancer susceptibility (id=244, version=1.0) | Endometrial cancer pertinent cancer susceptibility (id=271, version=1.0) | Familial breast cancer (id=158, version=1.18) | Familial rhabdomyosarcoma (id=290, version=1.5) | Familial Tumours Syndromes of the central & peripheral Nervous system (id=167, version=1.14) | GI tract tumours (id=254, version=1.22) | Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16) | Inherited ovarian cancer (without breast cancer) (id=143, version=4.1) | Inherited pancreatic cancer (id=524, version=2.1) | Inherited polyposis and early onset colorectal cancer - germline testing (id=504, version=2.4) | Inherited renal cancer (id=521, version=1.24) | Multiple monogenic benign skin tumours (id=558, version=2.2) | Ovarian cancer pertinent cancer susceptibility (id=117, version=2.1) | Prostate cancer pertinent cancer susceptibility (id=17, version=1.2) | Renal cancer pertinent cancer susceptibility (id=154, version=1.2) | Sarcoma cancer susceptibility (id=217, version=1.21) | Sarcoma susceptibility (id=734, version=1.73) | Upper gastrointestinal cancer pertinent cancer susceptibility (id=273, version=1.0) | Cancer Predisposition_Paediatric (id=152, version=0.128)",26,TRUE
POLD1,9175,POLD1,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Colorectal cancer pertinent cancer susceptibility (id=244, version=1.0) | GI tract tumours (id=254, version=1.22) | Inherited polyposis and early onset colorectal cancer - germline testing (id=504, version=2.4)",5,TRUE
POLE,9177,POLE,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Colorectal cancer pertinent cancer susceptibility (id=244, version=1.0) | GI tract tumours (id=254, version=1.22) | Inherited polyposis and early onset colorectal cancer - germline testing (id=504, version=2.4)",5,TRUE
POLH,9181,POLH,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Childhood solid tumours (id=243, version=4.2)",2,TRUE
PORCN,17652,PORCN,"Multiple monogenic benign skin tumours (id=558, version=2.2)",1,FALSE
PPM1D,9277,PPM1D,"Familial breast cancer (id=158, version=1.18) | Inherited ovarian cancer (without breast cancer) (id=143, version=4.1)",2,FALSE
PPP1CB,9282,PPP1CB,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Childhood solid tumours (id=243, version=4.2)",2,TRUE
PRDM10,13995,PRDM10,"Inherited renal cancer (id=521, version=1.24) | Multiple monogenic benign skin tumours (id=558, version=2.2)",2,FALSE
PRF1,9360,PRF1,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
PRKAR1A,9388,PRKAR1A,"Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Inherited non-medullary thyroid cancer (id=171, version=1.5) | Inherited phaeochromocytoma and paraganglioma (id=97, version=1.11) | Inherited phaeochromocytoma and paraganglioma excluding NF1 (id=649, version=2.1) | Multiple endocrine tumours (id=36, version=1.14) | Multiple monogenic benign skin tumours (id=558, version=2.2) | Parathyroid Cancer (id=86, version=1.4) | Thyroid cancer pertinent cancer susceptibility (id=421, version=1.3) | Cancer Predisposition_Paediatric (id=152, version=0.128)",10,TRUE
PRSS1,9475,PRSS1,"Inherited pancreatic cancer (id=524, version=2.1)",1,TRUE
PTCH1,9585,PTCH1,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Familial Tumours Syndromes of the central & peripheral Nervous system (id=167, version=1.14) | Genodermatoses with malignancies (id=201, version=1.9) | Multiple monogenic benign skin tumours (id=558, version=2.2) | Cancer Predisposition_Paediatric (id=152, version=0.128)",8,TRUE
PTCH2,9586,PTCH2,"Genodermatoses with malignancies (id=201, version=1.9) | Multiple monogenic benign skin tumours (id=558, version=2.2)",2,TRUE
PTCSC1,37127,PTCSC1,"Inherited non-medullary thyroid cancer (id=171, version=1.5)",1,FALSE
PTCSC3,43959,PTCSC3,"Inherited non-medullary thyroid cancer (id=171, version=1.5)",1,FALSE
PTEN,9588,PTEN,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Breast cancer pertinent cancer susceptibility (id=55, version=2.1) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Colorectal cancer pertinent cancer susceptibility (id=244, version=1.0) | Endometrial cancer pertinent cancer susceptibility (id=271, version=1.0) | Familial breast cancer (id=158, version=1.18) | Familial prostate cancer (id=318, version=1.3) | Familial Tumours Syndromes of the central & peripheral Nervous system (id=167, version=1.14) | Genodermatoses with malignancies (id=201, version=1.9) | GI tract tumours (id=254, version=1.22) | Inherited non-medullary thyroid cancer (id=171, version=1.5) | Inherited ovarian cancer (without breast cancer) (id=143, version=4.1) | Inherited phaeochromocytoma and paraganglioma (id=97, version=1.11) | Inherited polyposis and early onset colorectal cancer - germline testing (id=504, version=2.4) | Inherited renal cancer (id=521, version=1.24) | Multiple endocrine tumours (id=36, version=1.14) | Multiple monogenic benign skin tumours (id=558, version=2.2) | Renal cancer pertinent cancer susceptibility (id=154, version=1.2) | Sarcoma susceptibility (id=734, version=1.73) | Thyroid cancer pertinent cancer susceptibility (id=421, version=1.3) | Cancer Predisposition_Paediatric (id=152, version=0.128)",23,TRUE
PTPN11,9644,PTPN11,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16) | Cancer Predisposition_Paediatric (id=152, version=0.128)",6,TRUE
PTPN12,9645,PTPN12,"GI tract tumours (id=254, version=1.22)",1,FALSE
RABL3,18072,RABL3,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Inherited pancreatic cancer (id=524, version=2.1)",2,FALSE
RAD21,9811,RAD21,"Haematological malignancies cancer susceptibility (id=59, version=4.2)",1,TRUE
RAD51,9817,RAD51,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
RAD51C,9820,RAD51C,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Familial breast cancer (id=158, version=1.18) | Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16) | Inherited breast cancer and ovarian cancer (id=635, version=2.6) | Inherited ovarian cancer (without breast cancer) (id=143, version=4.1) | Ovarian cancer pertinent cancer susceptibility (id=117, version=2.1) | Cancer Predisposition_Paediatric (id=152, version=0.128)",11,TRUE
RAD51D,9823,RAD51D,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Familial breast cancer (id=158, version=1.18) | Inherited breast cancer and ovarian cancer (id=635, version=2.6) | Inherited ovarian cancer (without breast cancer) (id=143, version=4.1) | Ovarian cancer pertinent cancer susceptibility (id=117, version=2.1)",6,TRUE
RAD54L,9826,RAD54L,"Familial breast cancer (id=158, version=1.18) | Inherited ovarian cancer (without breast cancer) (id=143, version=4.1)",2,FALSE
RAF1,9829,RAF1,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Cancer Predisposition_Paediatric (id=152, version=0.128)",4,TRUE
RB1,9884,RB1,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Familial rhabdomyosarcoma (id=290, version=1.5) | Sarcoma cancer susceptibility (id=217, version=1.21) | Sarcoma susceptibility (id=734, version=1.73) | Cancer Predisposition_Paediatric (id=152, version=0.128) | Sarcoma (id=3281, version=0.3)",9,TRUE
RECQL4,9949,RECQL4,"Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Sarcoma cancer susceptibility (id=217, version=1.21) | Sarcoma susceptibility (id=734, version=1.73) | Cancer Predisposition_Paediatric (id=152, version=0.128)",5,TRUE
REST,9966,REST,"Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Wilms tumour with features suggestive of predisposition (id=1108, version=1.1) | Cancer Predisposition_Paediatric (id=152, version=0.128) | Wilms Tumour Predisposition (id=252, version=0.39)",5,TRUE
