approved_symbol,hgnc_id,gene_name_reported,source,source_count,source_evidence
FAN1,29170,FAN1,fulgentgenetics_comprehensivecancer_full; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; preventiongenetics_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline,4,TRUE
FANCA,3582,FANCA,blueprintgenetics_hereditary_cancer; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline,7,TRUE
FANCB,3583,FANCB,blueprintgenetics_hereditary_cancer; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; neogenomics_full_comprehensive_cancer_panel_germline,5,TRUE
FANCC,3584,FANCC,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; preventiongenetics_cancer_panel; genedx_oncogenedx_custom_panel; neogenomics_full_comprehensive_cancer_panel_germline,8,TRUE
FANCD2,3585,FANCD2,blueprintgenetics_hereditary_cancer; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; neogenomics_full_comprehensive_cancer_panel_germline,5,TRUE
FANCE,3586,FANCE,blueprintgenetics_hereditary_cancer; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; neogenomics_full_comprehensive_cancer_panel_germline,5,TRUE
FANCF,3587,FANCF,blueprintgenetics_hereditary_cancer; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; neogenomics_full_comprehensive_cancer_panel_germline,5,TRUE
FANCG,3588,FANCG,blueprintgenetics_hereditary_cancer; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; neogenomics_full_comprehensive_cancer_panel_germline,5,TRUE
FANCI,25568,FANCI,blueprintgenetics_hereditary_cancer; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; neogenomics_full_comprehensive_cancer_panel_germline,5,TRUE
FANCL,20748,FANCL,blueprintgenetics_hereditary_cancer; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; neogenomics_full_comprehensive_cancer_panel_germline,5,TRUE
FANCM,23168,FANCM,blueprintgenetics_hereditary_cancer; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; preventiongenetics_cancer_panel; genedx_oncogenedx_custom_panel; neogenomics_full_comprehensive_cancer_panel_germline,7,TRUE
FAS,11920,FAS,blueprintgenetics_hereditary_cancer,1,FALSE
FASLG,11936,FASLG,blueprintgenetics_hereditary_cancer,1,FALSE
FGA,3661,FGA,blueprintgenetics_hereditary_cancer; uchicago_comprehensive_hereditary_cancer_panel,2,TRUE
FGB,3662,FGB,blueprintgenetics_hereditary_cancer,1,FALSE
FGG,3694,FGG,blueprintgenetics_hereditary_cancer,1,FALSE
FH,3700,FH,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
FLCN,27310,FLCN,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
FLI1,3749,FLI1,blueprintgenetics_hereditary_cancer,1,FALSE
FLNA,3754,FLNA,blueprintgenetics_hereditary_cancer,1,FALSE
FOCAD,23377,FOCAD,preventiongenetics_cancer_panel,1,FALSE
FOXE1,3806,FOXE1,mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,1,FALSE
FYB1,4036,FYB,blueprintgenetics_hereditary_cancer,1,FALSE
G6PC3,24861,G6PC3,blueprintgenetics_hereditary_cancer,1,FALSE
G6PD,4057,G6PD,blueprintgenetics_hereditary_cancer,1,FALSE
GALNT12,19877,GALNT12,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; preventiongenetics_cancer_panel; genedx_oncogenedx_custom_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,8,TRUE
GATA1,4170,GATA1,blueprintgenetics_hereditary_cancer,1,FALSE
GATA2,4171,GATA2,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; genedx_oncogenedx_custom_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,11,TRUE
GBA1,4177,GBA,blueprintgenetics_hereditary_cancer,1,FALSE
GCLC,4311,GCLC,blueprintgenetics_hereditary_cancer,1,FALSE
GFI1,4237,GFI1,blueprintgenetics_hereditary_cancer,1,FALSE
GFI1B,4238,GFI1B,blueprintgenetics_hereditary_cancer,1,FALSE
GGCX,4247,GGCX,blueprintgenetics_hereditary_cancer,1,FALSE
GINS1,28980,GINS1,blueprintgenetics_hereditary_cancer,1,FALSE
GLRX5,20134,GLRX5,blueprintgenetics_hereditary_cancer,1,FALSE
GNAS,4392,GNAS,mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,1,FALSE
GOT2,4433,GOT2,mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,1,FALSE
GP1BA,4439,GP1BA,blueprintgenetics_hereditary_cancer,1,FALSE
GP1BB,4440,GP1BB,blueprintgenetics_hereditary_cancer,1,FALSE
GP9,4444,GP9,blueprintgenetics_hereditary_cancer,1,FALSE
GPC3,4451,GPC3,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline,11,TRUE
GPC4,4452,GPC4,mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,1,FALSE
GPI,4458,GPI,blueprintgenetics_hereditary_cancer,1,FALSE
GPR101,14963,GPR101,blueprintgenetics_hereditary_cancer,1,FALSE
GPR143,20145,GPR143,blueprintgenetics_hereditary_cancer,1,FALSE
GREM1,2001,GREM1,blueprintgenetics_hereditary_cancer; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,12,TRUE
GSN,4620,GSN,uchicago_comprehensive_hereditary_cancer_panel,1,FALSE
GSS,4624,GSS,blueprintgenetics_hereditary_cancer,1,FALSE
H3-3A,4764,H3F3A,mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,1,FALSE
HABP2,4798,HABP2,mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,1,FALSE
HAVCR2,18437,HAVCR2,blueprintgenetics_hereditary_cancer,1,FALSE
HAX1,16915,HAX1,blueprintgenetics_hereditary_cancer,1,FALSE
HBA1,4823,HBA1,blueprintgenetics_hereditary_cancer,1,FALSE
HBA2,4824,HBA2,blueprintgenetics_hereditary_cancer,1,FALSE
HBB,4827,HBB,blueprintgenetics_hereditary_cancer,1,FALSE
HFE,4886,HFE,blueprintgenetics_hereditary_cancer,1,FALSE
HK1,4922,HK1,blueprintgenetics_hereditary_cancer,1,FALSE
HMOX1,5013,HMOX1,blueprintgenetics_hereditary_cancer,1,FALSE
HNF1A,11621,HNF1A,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel,2,TRUE
HNF1B,11630,HNF1B,centogene_solid_tumor_panel,1,FALSE
HOXA11,5101,HOXA11,blueprintgenetics_hereditary_cancer,1,FALSE
HOXB13,5112,HOXB13,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
HPS1,5163,HPS1,blueprintgenetics_hereditary_cancer,1,FALSE
HPS3,15597,HPS3,blueprintgenetics_hereditary_cancer,1,FALSE
HPS4,15844,HPS4,blueprintgenetics_hereditary_cancer,1,FALSE
HPS5,17022,HPS5,blueprintgenetics_hereditary_cancer,1,FALSE
HPS6,18817,HPS6,blueprintgenetics_hereditary_cancer,1,FALSE
HRAS,5173,HRAS,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline,11,TRUE
IFNGR2,5440,IFNGR2,blueprintgenetics_hereditary_cancer,1,FALSE
IKZF1,13176,IKZF1,blueprintgenetics_hereditary_cancer; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; genedx_oncogenedx_custom_panel,4,TRUE
ITGA2,6137,ITGA2,blueprintgenetics_hereditary_cancer,1,FALSE
ITGA2B,6138,ITGA2B,blueprintgenetics_hereditary_cancer,1,FALSE
ITGB3,6156,ITGB3,blueprintgenetics_hereditary_cancer,1,FALSE
ITK,6171,ITK,blueprintgenetics_hereditary_cancer; uchicago_comprehensive_hereditary_cancer_panel,2,TRUE
JAGN1,26926,JAGN1,blueprintgenetics_hereditary_cancer,1,FALSE
JAK2,6192,JAK2,blueprintgenetics_hereditary_cancer; uchicago_comprehensive_hereditary_cancer_panel,2,TRUE
KCNN4,6293,KCNN4,blueprintgenetics_hereditary_cancer,1,FALSE
KDM1A,29079,KDM1A,uchicago_comprehensive_hereditary_cancer_panel,1,FALSE
KIF1B,16636,KIF1B,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; preventiongenetics_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline,7,TRUE
KIF23,6392,KIF23,blueprintgenetics_hereditary_cancer,1,FALSE
KIT,6342,KIT,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,14,TRUE
KITLG,6343,KITLG,blueprintgenetics_hereditary_cancer,1,FALSE
KLF1,6345,KLF1,blueprintgenetics_hereditary_cancer,1,FALSE
KMT2D,7133,KMT2D,mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,1,FALSE
KRAS,6407,KRAS,blueprintgenetics_hereditary_cancer; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,2,TRUE
LAMTOR2,29796,LAMTOR2,blueprintgenetics_hereditary_cancer,1,FALSE
LMAN1,6631,LMAN1,blueprintgenetics_hereditary_cancer,1,FALSE
LPIN2,14450,LPIN2,blueprintgenetics_hereditary_cancer,1,FALSE
LYST,1968,LYST,blueprintgenetics_hereditary_cancer,1,FALSE
LYZ,6740,LYZ,uchicago_comprehensive_hereditary_cancer_panel,1,FALSE
LZTR1,6742,LZTR1,blueprintgenetics_hereditary_cancer; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,10,TRUE
MAGT1,28880,MAGT1,blueprintgenetics_hereditary_cancer; uchicago_comprehensive_hereditary_cancer_panel,2,TRUE
MAP2K1,6840,MAP2K1,blueprintgenetics_hereditary_cancer; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,2,TRUE
MAP2K2,6842,MAP2K2,blueprintgenetics_hereditary_cancer; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,2,TRUE
MASTL,19042,MASTL,blueprintgenetics_hereditary_cancer,1,FALSE
MAX,6913,MAX,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,14,TRUE
MBD4,6919,MBD4,cegat_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel,3,TRUE
MC1R,6929,MC1R,centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; arupconsult_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline,6,TRUE
MCFD2,18451,MCFD2,blueprintgenetics_hereditary_cancer,1,FALSE
MCM8,16147,MCM8,mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,1,FALSE
MCM9,21484,MCM9,mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,1,FALSE
MDH2,6971,MDH2,cegat_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,2,TRUE
MECOM,3498,MECOM,blueprintgenetics_hereditary_cancer; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel,3,TRUE
MEN1,7010,MEN1,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
MERTK,7027,MERTK,mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,1,FALSE
MET,7029,MET,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
MITF,7105,MITF,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
MLH1,7127,MLH1,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
MLH3,7128,MLH3,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; arupconsult_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline,8,TRUE
MPIG6B,13937,C6ORF25,blueprintgenetics_hereditary_cancer,1,FALSE
MPL,7217,MPL,blueprintgenetics_hereditary_cancer; uchicago_comprehensive_hereditary_cancer_panel,2,TRUE
MRE11,7230,MRE11A | MRE11,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; preventiongenetics_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline,7,TRUE
MRTFA,14334,MKL1 | MRTFA,blueprintgenetics_hereditary_cancer; uchicago_comprehensive_hereditary_cancer_panel,2,TRUE
MSH2,7325,MSH2,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
MSH3,7326,MSH3,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; natera_hereditary_cancer_test_comprehensive,13,TRUE
MSH6,7329,MSH6,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
MTHFD1,7432,MTHFD1,blueprintgenetics_hereditary_cancer,1,FALSE
MTR,7468,MTR,blueprintgenetics_hereditary_cancer,1,FALSE
MUTYH,7527,MUTYH,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
MYH9,7579,MYH9,blueprintgenetics_hereditary_cancer,1,FALSE
MYO5A,7602,MYO5A,blueprintgenetics_hereditary_cancer,1,FALSE
NAF1,25126,NAF1,blueprintgenetics_hereditary_cancer; uchicago_comprehensive_hereditary_cancer_panel,2,TRUE
NBEAL2,31928,NBEAL2,blueprintgenetics_hereditary_cancer,1,FALSE
NBN,7652,NBN,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,14,TRUE
NF1,7765,NF1,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
NF2,7773,NF2,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,14,TRUE
NHP2,14377,NHP2,blueprintgenetics_hereditary_cancer; fulgentgenetics_comprehensivecancer_full; neogenomics_full_comprehensive_cancer_panel_germline,3,TRUE
NKX2-1,11825,NKX2-1,mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,1,FALSE
NOP10,14378,NOP10,blueprintgenetics_hereditary_cancer; fulgentgenetics_comprehensivecancer_full; neogenomics_full_comprehensive_cancer_panel_germline,3,TRUE
NPAT,7896,NPAT,uchicago_comprehensive_hereditary_cancer_panel,1,FALSE
NPM1,7910,NPM1,uchicago_comprehensive_hereditary_cancer_panel,1,FALSE
NRAS,7989,NRAS,blueprintgenetics_hereditary_cancer; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,2,TRUE
NSD1,14234,NSD1,blueprintgenetics_hereditary_cancer,1,FALSE
NSUN2,25994,NSUN2,blueprintgenetics_hereditary_cancer,1,FALSE
NT5C3A,17820,NT5C3A,blueprintgenetics_hereditary_cancer,1,FALSE
NTHL1,8028,NTHL1,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
OCA2,8101,OCA2,blueprintgenetics_hereditary_cancer,1,FALSE
P2RY12,18124,P2RY12,blueprintgenetics_hereditary_cancer,1,FALSE
PALB2,26144,PALB2,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
PALLD,17068,PALLD,preventiongenetics_cancer_panel,1,FALSE
PARN,8609,PARN,blueprintgenetics_hereditary_cancer,1,FALSE
PAX5,8619,PAX5,blueprintgenetics_hereditary_cancer; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; genedx_oncogenedx_custom_panel,4,TRUE
PC,8636,PC,blueprintgenetics_hereditary_cancer,1,FALSE
